ship_date,carrier,carrier_service,destination_postal_code,zone,weight,dimensions
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,08610-2763,8,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,93268-2629,4,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,03110-6609,8,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,77009-2233,6,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,77706-5927,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,80642,4,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,34685-1329,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,95816-4963,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,38004-7606,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,73170-1111,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,43231-4855,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,99362-1430,4,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,71291-7031,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,48126-1932,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,46124-1566,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,29070-7774,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,55350-1203,5,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,98375-1815,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,80503-7535,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,50265-3625,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,76050-2115,5,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,92236-7335,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,29070-9211,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,80221-2753,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,79601-6527,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,80013-5628,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,90808-4126,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,84129-3144,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,77901-7267,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,79705-7301,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,75904-1088,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,40324-2623,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,32707-4016,8,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,41031-9320,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,44060-2076,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,46319-2237,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,89131-4760,4,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,74010-8716,5,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,15905-2909,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,15122-3106,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,77905-3197,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,29369-8611,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,46405-1902,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,79119-5004,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,80909-1205,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,32176-2357,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,52748-1527,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,73099-4734,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,29209-2193,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,78252-2851,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,94928-4687,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,98248-5400,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,29070-9116,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,44515-4828,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,23842-7315,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,97478-7551,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,23503-3003,8,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,75840-5178,6,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,18661-3520,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,32669-3125,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,78681-5650,5,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,29841-2020,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,60957-1745,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,74137-5628,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,80925-8456,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,95682-8338,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,80241-1522,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,36092-8228,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,43701-1117,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,76133-5251,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,60805-2027,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,54703-2915,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,42345-1434,6,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,19508-2134,8,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,98272-9763,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,43016-0616,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,81212-2425,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,21502-6125,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,38671-3006,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,64015-6298,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,91910-7714,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,91762-2519,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,75007-2785,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,63535-2015,5,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,03748-4237,8,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,21777-2037,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,45805-3847,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,23111-5037,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,47243-9610,6,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,73107-2132,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,43228-3426,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,49256-9512,6,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,91765-3245,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,28525-9683,8,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,32828-6842,8,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,83213-8743,4,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,78253-3943,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,29492-2802,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,99156-8351,5,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,80233-6001,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,95403-2294,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,32605-4076,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,38103-0963,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,14304-4035,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,95747-9093,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,80909-1205,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,85008-6729,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,70433-6964,6,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,08742-2741,8,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,68601-6463,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,90212-4709,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,03449-5501,8,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,78250-6233,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,95757-4363,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,62901-5235,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,86301-0107,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,97401-4186,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,45434-6118,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,60608-6405,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,82718-5759,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,29464-9765,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,29710-7741,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,97116-1630,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,94550-4913,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,16156-5507,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,75126-6922,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,60586-6513,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,93940-1024,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,48910-3165,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,52501-2036,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,73703-7916,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,62865-2734,6,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,50023-9283,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,78229-6004,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,83646-4046,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,71201-4232,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,88101-1611,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,42240-1351,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,45807-1963,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,03106-2416,8,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,84118-5141,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,37701-2431,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,71201-4232,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,97006-7547,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,UPSSurePost,SurePostOver1Lb,66611-1629,,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,92120-3704,5,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,71913-2594,6,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,61727-2670,6,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,74058-3047,5,1.5 lb,12×9×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,21742-4127,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,59714-9563,4,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,24348-3792,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,75462-3322,5,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,87113-2376,4,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,12801-2758,8,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,98223-8440,5,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,67068-1127,5,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,63040-1693,6,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,06010-5539,8,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,15050-1626,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,37355-8424,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,98926-7872,5,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,18661-3520,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,76050-2115,5,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,29369-8611,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,28034-7807,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,03110-6609,8,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,38004-7606,6,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,74137-5628,5,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,45805-3847,6,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,30187-1140,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,89423-4260,4,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,23452-5301,8,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,91762-2519,4,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,80113-9245,4,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,43072,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,87544-2120,4,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,03449-5501,8,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,14055-9717,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,31794-3334,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,48124-3490,7,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,64015-6298,5,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,54457-1033,6,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,12308-1611,8,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,76133-5251,5,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,95757-4363,4,1.5 lb,12×5×6 in
2025-10-30T00:00:00.000Z,USPS,GroundAdvantage,32725-7463,8,1.5 lb,12×5×6 in
